PromptNum,Input,Vibe,Relevancy,Accuracy,TrackCount
566,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,10
567,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,50.0,100.0,20
568,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,50
569,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,0
570,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,10
571,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,95.0,100.0,20
572,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,95.0,100.0,50
573,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,5
574,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,95.0,100.0,10
575,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,95.0,100.0,20
576,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,60.0,100.0,50
577,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,70.0,100.0,5
578,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,10
579,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,100.0,100.0,20
580,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,60.0,100.0,50
581,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,70.0,100.0,5
582,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,60.0,100.0,10
583,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,20
584,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,90.0,100.0,50
585,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,70.0,100.0,5
586,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,60.0,100.0,10
587,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,60.0,100.0,20
588,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,50
589,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,90.0,100.0,5
590,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,60.0,100.0,10
591,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,60.0,100.0,20
592,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,60.0,100.0,50
593,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,5
594,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,90.0,100.0,10
595,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,60.0,100.0,20
596,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,60.0,100.0,50
597,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,75.0,100.0,5
598,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,10
599,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,90.0,100.0,20
600,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,60.0,100.0,50
601,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,85.0,100.0,5
602,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,70.0,100.0,10
603,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,20
604,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,90.0,100.0,50
605,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,85.0,100.0,5
606,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,10
607,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,20
608,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,50
609,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,0
610,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,10
611,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,95.0,100.0,20
612,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,95.0,100.0,50
613,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,5
614,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,95.0,100.0,10
615,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,95.0,100.0,20
616,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,70.0,100.0,50
617,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,93.0,100.0,5
618,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,10
619,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,100.0,100.0,20
620,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,70.0,100.0,50
621,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,5
622,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,10
623,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,20
624,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,0
625,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,5
626,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,60.0,100.0,10
627,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,60.0,100.0,20
628,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,50
629,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,100.0,100.0,5
630,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,60.0,100.0,10
631,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,60.0,100.0,20
632,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,60.0,100.0,50
633,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,5
634,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,90.0,100.0,10
635,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,60.0,100.0,20
636,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,95.0,100.0,50
637,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,95.0,100.0,5
638,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,35.0,100.0,10
639,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,95.0,100.0,20
640,"solo trip to Himachal, acoustic guitar, bittersweet feelings, Sahiba",rock,95.0,100.0,50
641,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,85.0,100.0,5
642,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,85.0,100.0,10
643,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,20
644,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,93.0,80.0,50
645,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,95.0,100.0,5
646,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,10
647,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,20
648,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,50
649,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,35.0,100.0,5
650,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,90.0,100.0,10
651,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,95.0,100.0,20
652,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,95.0,100.0,50
653,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,5
654,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,95.0,100.0,10
655,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,95.0,100.0,20
656,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,70.0,100.0,50
657,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,100.0,100.0,5
658,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,10
659,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,70.0,100.0,20
660,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,90.0,100.0,50
661,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,85.0,100.0,5
662,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,85.0,100.0,10
663,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,20
664,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,93.0,80.0,50
665,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,100.0,100.0,5
666,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,70.0,100.0,10
667,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,70.0,100.0,20
668,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,50
669,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,85.0,100.0,5
670,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,95.0,100.0,10
671,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,70.0,100.0,20
672,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,70.0,100.0,50
673,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,5
674,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,80.0,100.0,10
675,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,95.0,100.0,20
676,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,70.0,100.0,50
677,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,100.0,100.0,5
678,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,10
679,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,70.0,100.0,20
680,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,100.0,100.0,50
681,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,85.0,100.0,5
682,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,85.0,100.0,10
683,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,20
684,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,93.0,80.0,50
685,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,95.0,100.0,5
686,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,10
687,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,20
688,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,50
689,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,35.0,100.0,5
690,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,55.0,100.0,10
691,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,95.0,100.0,20
692,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,95.0,100.0,50
693,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,5
694,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,95.0,100.0,10
695,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,95.0,100.0,20
696,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,70.0,100.0,50
697,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,100.0,100.0,5
698,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,10
699,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,70.0,100.0,20
700,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,95.0,100.0,50
701,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,5
702,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,10
703,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,20
704,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,35.0,80.0,50
705,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,55.0,100.0,5
706,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,70.0,100.0,10
707,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,70.0,100.0,20
708,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,50
709,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,85.0,100.0,5
710,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,95.0,100.0,10
711,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,60.0,100.0,20
712,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,60.0,100.0,50
713,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,5
714,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,60.0,100.0,10
715,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,100.0,100.0,20
716,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,95.0,100.0,50
717,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,95.0,100.0,5
718,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,50.0,100.0,10
719,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,95.0,100.0,20
720,"desi hip hop underground, Raftaar and Divine energy, Mumbai streets",desi,95.0,100.0,50
721,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,5
722,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,10
723,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,20
724,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,45.0,100.0,6
725,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,100.0,100.0,5
726,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,10
727,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,20
728,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,50
729,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,60.0,100.0,5
730,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,10
731,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,20
732,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,50
733,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,5
734,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,45.0,100.0,6
735,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,95.0,100.0,20
736,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,35.0,100.0,50
737,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,5
738,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,35.0,100.0,10
739,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,45.0,100.0,6
740,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,83.0,100.0,50
741,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,35.0,100.0,5
742,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,10
743,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,35.0,100.0,20
744,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,45.0,100.0,6
745,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,90.0,100.0,5
746,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,60.0,100.0,10
747,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,20
748,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,60.0,100.0,50
749,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,60.0,100.0,5
750,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,100.0,100.0,10
751,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,60.0,100.0,20
752,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,50
753,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,83.0,100.0,5
754,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,45.0,100.0,6
755,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,100.0,100.0,20
756,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,50
757,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,5
758,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,10
759,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,45.0,100.0,6
760,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,100.0,100.0,50
761,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,5
762,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,10
763,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,20
764,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,45.0,100.0,6
765,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,100.0,100.0,5
766,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,35.0,100.0,10
767,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,20
768,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,35.0,100.0,50
769,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,60.0,100.0,5
770,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,35.0,100.0,10
771,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,60.0,100.0,20
772,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,50
773,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,70.0,100.0,5
774,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,45.0,100.0,6
775,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,95.0,100.0,20
776,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,60.0,100.0,50
777,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,5
778,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,60.0,100.0,10
779,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,45.0,100.0,6
780,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,100.0,100.0,50
781,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,35.0,100.0,5
782,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,10
783,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,35.0,100.0,20
784,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,45.0,100.0,6
785,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,35.0,100.0,5
786,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,10
787,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,20
788,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,50
789,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,60.0,100.0,5
790,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,100.0,100.0,10
791,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,35.0,100.0,20
792,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,50
793,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,35.0,100.0,5
794,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,45.0,100.0,6
795,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,65.0,100.0,20
796,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,70.0,100.0,50
797,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,50.0,100.0,5
798,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,80.0,100.0,10
799,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,45.0,100.0,6
800,"Haryanvi rap, attitude mode, success story, heavy bass drops, desi swag",hype,95.0,100.0,50
801,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,70.0,100.0,5
802,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,100.0,80.0,10
803,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,35.0,100.0,20
804,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,70.0,100.0,39
805,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,90.0,100.0,5
806,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,35.0,100.0,10
807,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,20.0,100.0,3
808,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,20.0,80.0,31
809,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,35.0,100.0,0
810,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,50.0,100.0,10
811,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,100.0,100.0,20
812,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,100.0,100.0,42
813,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,35.0,100.0,5
814,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,95.0,100.0,10
815,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,95.0,100.0,20
816,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,50.0,80.0,50
817,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,70.0,100.0,5
818,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,35.0,100.0,10
819,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,83.0,100.0,20
820,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,75.0,100.0,50
821,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,60.0,100.0,5
822,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,90.0,80.0,10
823,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,35.0,100.0,20
824,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,60.0,100.0,39
825,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,90.0,100.0,5
826,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,70.0,100.0,10
827,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,93.0,80.0,20
828,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,20.0,80.0,31
829,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,100.0,100.0,5
830,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,100.0,100.0,10
831,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,70.0,100.0,20
832,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,85.0,80.0,42
833,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,35.0,100.0,5
834,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,100.0,100.0,10
835,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,100.0,100.0,20
836,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,80.0,80.0,50
837,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,85.0,100.0,5
838,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,35.0,100.0,10
839,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,100.0,100.0,20
840,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,100.0,100.0,50
841,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,80.0,100.0,5
842,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,100.0,80.0,10
843,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,35.0,100.0,20
844,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,78.0,100.0,39
845,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,90.0,100.0,5
846,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,35.0,100.0,10
847,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,20.0,100.0,3
848,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,20.0,80.0,31
849,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,35.0,100.0,0
850,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,35.0,100.0,10
851,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,100.0,100.0,20
852,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,100.0,100.0,42
853,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,35.0,100.0,5
854,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,95.0,100.0,10
855,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,95.0,100.0,20
856,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,80.0,80.0,50
857,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,85.0,100.0,5
858,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,35.0,100.0,10
859,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,100.0,100.0,20
860,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,100.0,100.0,50
861,"Tamil mass action BGM, Thalapathy Vijay movie energy, whistling moment",hype,35.0,100.0,5
